structid,chain,unp,gene,offset,hybrid,resolution,seq_length
2YEK,C,P25440,BRD2,0,0,1.98,106
2YEK,B,P25440,BRD2,0,0,1.98,107
2DVQ,A,P25440,BRD2,0,0,2.04,107
2DVS,C,P25440,BRD2,66,0,2.04,100
2DVS,B,P25440,BRD2,66,0,2.04,105
2DVS,A,P25440,BRD2,66,0,2.04,107
2DVQ,C,P25440,BRD2,0,0,2.04,100
2DVQ,B,P25440,BRD2,0,0,2.04,105
4A9H,C,P25440,BRD2,0,0,2.05,107
4A9H,B,P25440,BRD2,0,0,2.05,107
4A9H,A,P25440,BRD2,0,0,2.05,112
4A9M,A,P25440,BRD2,0,0,2.06,112
4A9M,C,P25440,BRD2,0,0,2.06,107
4A9M,B,P25440,BRD2,0,0,2.06,114
5EK9,B,P25440,BRD2,0,0,2.08,107
5EK9,A,P25440,BRD2,0,0,2.08,107
4A9I,C,P25440,BRD2,0,0,2.25,107
4A9I,B,P25440,BRD2,0,0,2.25,115
4A9I,A,P25440,BRD2,0,0,2.25,110
2DVR,B,P25440,BRD2,66,0,2.3,105
2E3K,D,P25440,BRD2,0,0,2.3,108
2DVR,A,P25440,BRD2,66,0,2.3,107
2E3K,C,P25440,BRD2,0,0,2.3,108
3AQA,C,P25440,BRD2,0,0,2.3,100
2E3K,B,P25440,BRD2,0,0,2.3,108
3AQA,B,P25440,BRD2,0,0,2.3,105
2E3K,A,P25440,BRD2,0,0,2.3,108
3AQA,A,P25440,BRD2,0,0,2.3,107
2DVR,C,P25440,BRD2,66,0,2.3,100
5O3A,A,P25440,BRD2,0,0,2.4,108
4UYG,F,P25440,BRD2,0,0,2.5,110
4UYG,E,P25440,BRD2,0,0,2.5,109
4UYG,D,P25440,BRD2,0,0,2.5,108
4UYG,C,P25440,BRD2,0,0,2.5,112
4UYG,B,P25440,BRD2,0,0,2.5,109
4UYG,A,P25440,BRD2,0,0,2.5,109
3TJE,F,P25445,FAS,16,0,1.93,100
1UBD,C,P25490,YY1,0,0,2.5,114
3AGX,B,P25685,DNAJB1,0,0,1.85,148
3AGX,A,P25685,DNAJB1,0,0,1.85,176
3AGY,B,P25685,DNAJB1,0,0,1.85,176
3AGY,A,P25685,DNAJB1,0,0,1.85,176
3OVX,B,P25774,CTSS,114,0,1.49,217
3OVX,A,P25774,CTSS,114,0,1.49,217
2H7J,B,P25774,CTSS,114,0,1.5,217
2H7J,A,P25774,CTSS,114,0,1.5,217
2HHN,B,P25774,CTSS,114,0,1.55,217
2HHN,A,P25774,CTSS,114,0,1.55,217
4P6G,A,P25774,CTSS,114,0,1.58,217
4P6G,D,P25774,CTSS,114,0,1.58,217
4P6G,C,P25774,CTSS,114,0,1.58,217
4P6G,B,P25774,CTSS,114,0,1.58,217
2FRQ,B,P25774,CTSS,114,0,1.6,217
2OP3,B,P25774,CTSS,114,0,1.6,217
2FRQ,A,P25774,CTSS,114,0,1.6,217
2OP3,A,P25774,CTSS,114,0,1.6,217
3N3G,B,P25774,CTSS,114,0,1.6,217
3N3G,A,P25774,CTSS,114,0,1.6,217
2FQ9,A,P25774,CTSS,114,0,1.65,217
2FQ9,B,P25774,CTSS,114,0,1.65,217
2FT2,B,P25774,CTSS,114,0,1.7,217
2FT2,A,P25774,CTSS,114,0,1.7,217
3MPF,B,P25774,CTSS,114,0,1.8,217
3MPF,A,P25774,CTSS,114,0,1.8,217
1NQC,A,P25774,CTSS,114,0,1.8,217
2HH5,B,P25774,CTSS,114,0,1.8,217
2HH5,A,P25774,CTSS,114,0,1.8,217
4P6E,B,P25774,CTSS,114,0,1.8,217
4P6E,A,P25774,CTSS,114,0,1.8,217
3N4C,A,P25774,CTSS,114,0,1.9,217
1MS6,A,P25774,CTSS,114,0,1.9,217
2FRA,B,P25774,CTSS,114,0,1.9,217
2FRA,A,P25774,CTSS,114,0,1.9,217
2F1G,B,P25774,CTSS,114,0,1.9,217
2F1G,A,P25774,CTSS,114,0,1.9,217
2HXZ,C,P25774,CTSS,114,0,1.9,217
2HXZ,B,P25774,CTSS,114,0,1.9,217
3N4C,B,P25774,CTSS,114,0,1.9,217
2HXZ,A,P25774,CTSS,114,0,1.9,217
2FUD,B,P25774,CTSS,114,0,1.95,217
2FUD,A,P25774,CTSS,114,0,1.95,217
2R9M,B,P25774,CTSS,114,0,1.97,217
2R9M,A,P25774,CTSS,114,0,1.97,217
2G7Y,B,P25774,CTSS,114,0,2.0,216
2R9O,A,P25774,CTSS,114,0,2.0,217
2G7Y,A,P25774,CTSS,114,0,2.0,216
2R9N,B,P25774,CTSS,114,0,2.0,217
2R9N,A,P25774,CTSS,114,0,2.0,217
1NPZ,B,P25774,CTSS,-136,0,2.0,217
1NPZ,A,P25774,CTSS,114,0,2.0,217
2R9O,B,P25774,CTSS,114,0,2.0,217
2C0Y,A,P25774,CTSS,15,0,2.1,308
3KWN,B,P25774,CTSS,114,0,2.1,217
3KWN,A,P25774,CTSS,114,0,2.1,217
3IEJ,B,P25774,CTSS,114,0,2.18,217
3IEJ,A,P25774,CTSS,114,0,2.18,217
2FYE,A,P25774,CTSS,114,0,2.2,217
1GLO,A,P25774,CTSS,114,0,2.2,217
3MPE,B,P25774,CTSS,114,0,2.25,217
3MPE,A,P25774,CTSS,114,0,2.25,217
2G6D,A,P25774,CTSS,114,0,2.5,217
5LE5,E,P25786,PSMA1,0,0,1.8,233
5LE5,S,P25786,PSMA1,0,0,1.8,237
5LEY,S,P25786,PSMA1,0,0,1.9,235
5LEY,E,P25786,PSMA1,0,0,1.9,233
5LF4,E,P25786,PSMA1,0,0,1.99,233
5LF4,S,P25786,PSMA1,0,0,1.99,237
5LF7,E,P25786,PSMA1,0,0,2.0,233
5LF1,S,P25786,PSMA1,0,0,2.0,237
5LF1,E,P25786,PSMA1,0,0,2.0,233
5LF7,S,P25786,PSMA1,0,0,2.0,237
5LF6,E,P25786,PSMA1,0,0,2.07,233
5LF6,S,P25786,PSMA1,0,0,2.07,237
5LF3,E,P25786,PSMA1,0,0,2.1,233
5LF3,S,P25786,PSMA1,0,0,2.1,237
5LEZ,E,P25786,PSMA1,0,0,2.19,233
5LEZ,S,P25786,PSMA1,0,0,2.19,237
5LEX,E,P25786,PSMA1,0,0,2.2,233
5LEX,S,P25786,PSMA1,0,0,2.2,235
5LF0,E,P25786,PSMA1,0,0,2.41,233
5LF0,S,P25786,PSMA1,0,0,2.41,237
5LE5,O,P25787,PSMA2,1,0,1.8,230
5LE5,A,P25787,PSMA2,1,0,1.8,230
5LEY,O,P25787,PSMA2,1,0,1.9,230
5LEY,A,P25787,PSMA2,1,0,1.9,230
5LF4,O,P25787,PSMA2,1,0,1.99,230
5LF4,A,P25787,PSMA2,1,0,1.99,230
5LF7,O,P25787,PSMA2,1,0,2.0,230
5LF7,A,P25787,PSMA2,1,0,2.0,230
5LF1,O,P25787,PSMA2,1,0,2.0,230
5LF1,A,P25787,PSMA2,1,0,2.0,230
5LF6,O,P25787,PSMA2,1,0,2.07,230
5LF6,A,P25787,PSMA2,1,0,2.07,230
5LF3,O,P25787,PSMA2,1,0,2.1,230
5LF3,A,P25787,PSMA2,1,0,2.1,230
5LEZ,O,P25787,PSMA2,1,0,2.19,230
5LEZ,A,P25787,PSMA2,1,0,2.19,230
5LEX,O,P25787,PSMA2,1,0,2.2,230
5LEX,A,P25787,PSMA2,1,0,2.2,230
5LF0,O,P25787,PSMA2,1,0,2.41,230
5LF0,A,P25787,PSMA2,1,0,2.41,230
5LE5,T,P25788,PSMA3,1,0,1.8,240
5LE5,F,P25788,PSMA3,1,0,1.8,239
5LEY,T,P25788,PSMA3,1,0,1.9,240
5LEY,F,P25788,PSMA3,1,0,1.9,239
5LF4,F,P25788,PSMA3,1,0,1.99,239
5LF4,T,P25788,PSMA3,1,0,1.99,240
5LF1,T,P25788,PSMA3,1,0,2.0,240
5LF1,F,P25788,PSMA3,1,0,2.0,239
5LF7,T,P25788,PSMA3,1,0,2.0,240
5LF7,F,P25788,PSMA3,1,0,2.0,239
5LF6,F,P25788,PSMA3,1,0,2.07,239
5LF6,T,P25788,PSMA3,1,0,2.07,240
5LF3,F,P25788,PSMA3,1,0,2.1,239
5LF3,T,P25788,PSMA3,1,0,2.1,240
5LEZ,F,P25788,PSMA3,1,0,2.19,239
5LEZ,T,P25788,PSMA3,1,0,2.19,240
5LEX,F,P25788,PSMA3,1,0,2.2,239
5LEX,T,P25788,PSMA3,1,0,2.2,240
5LF0,F,P25788,PSMA3,1,0,2.41,239
5LF0,T,P25788,PSMA3,1,0,2.41,240
5LE5,P,P25789,PSMA4,0,0,1.8,247
5LE5,B,P25789,PSMA4,0,0,1.8,248
5LEY,B,P25789,PSMA4,0,0,1.9,248
5LEY,P,P25789,PSMA4,0,0,1.9,247
5LF4,P,P25789,PSMA4,0,0,1.99,248
5LF4,B,P25789,PSMA4,0,0,1.99,248
5LF7,P,P25789,PSMA4,0,0,2.0,247
5LF7,B,P25789,PSMA4,0,0,2.0,248
5LF1,P,P25789,PSMA4,0,0,2.0,248
5LF1,B,P25789,PSMA4,0,0,2.0,248
5LF6,P,P25789,PSMA4,0,0,2.07,248
5LF6,B,P25789,PSMA4,0,0,2.07,248
5LF3,P,P25789,PSMA4,0,0,2.1,248
5LF3,B,P25789,PSMA4,0,0,2.1,248
5LEZ,P,P25789,PSMA4,0,0,2.19,247
5LEZ,B,P25789,PSMA4,0,0,2.19,248
5LEX,P,P25789,PSMA4,0,0,2.2,247
5LEX,B,P25789,PSMA4,0,0,2.2,248
5LF0,P,P25789,PSMA4,0,0,2.41,248
5LF0,B,P25789,PSMA4,0,0,2.41,248
2XJY,A,P25791,LMO2,0,0,2.4,131
1IKN,D,P25963,NFKBIA,0,0,2.3,216
1EF1,B,P26038,MSN,0,0,1.9,289
1EF1,A,P26038,MSN,0,0,1.9,289
4RI5,B,P26045,PTPN3,0,0,1.26,281
4RI5,A,P26045,PTPN3,0,0,1.26,281
2B49,A,P26045,PTPN3,0,0,1.54,259
4RHG,A,P26045,PTPN3,0,0,1.58,281
4RH5,A,P26045,PTPN3,0,0,1.6,280
4RH9,A,P26045,PTPN3,0,0,1.6,281
4RI4,B,P26045,PTPN3,0,0,1.6,281
4RI4,A,P26045,PTPN3,0,0,1.6,280
4S0G,A,P26045,PTPN3,0,0,1.72,279
4QUN,B,P26045,PTPN3,0,0,1.86,281
4QUN,A,P26045,PTPN3,0,0,1.86,281
4CRW,B,P26196,DDX6,11,0,1.75,158
1VEC,B,P26196,DDX6,11,0,2.01,206
1VEC,A,P26196,DDX6,11,0,2.01,206
5ANR,B,P26196,DDX6,0,0,2.1,360
4CT4,D,P26196,DDX6,0,0,2.3,364
4CT4,B,P26196,DDX6,0,0,2.3,375
2WAY,C,P26196,DDX6,11,0,2.3,152
2WAX,C,P26196,DDX6,11,0,2.3,165
2WAY,A,P26196,DDX6,11,0,2.3,153
2WAX,A,P26196,DDX6,11,0,2.3,161
5WVO,C,P26358,DNMT1,0,0,2.0,232
3EPZ,B,P26358,DNMT1,0,0,2.31,214
3EPZ,A,P26358,DNMT1,0,0,2.31,222
6PAX,A,P26367,PAX6,3,0,2.5,133
5EV3,A,P26368,U2AF2,0,0,1.5,196
5EV4,A,P26368,U2AF2,0,0,1.57,197
5EV2,A,P26368,U2AF2,0,0,1.86,198
3VAJ,B,P26368,U2AF2,0,0,1.9,169
3VAJ,A,P26368,U2AF2,0,0,1.9,169
4TU8,B,P26368,U2AF2,0,0,1.92,169
4TU8,A,P26368,U2AF2,0,0,1.92,169
4TU9,B,P26368,U2AF2,0,0,1.99,169
4TU9,A,P26368,U2AF2,0,0,1.99,169
5EV1,A,P26368,U2AF2,0,0,2.04,198
4TU7,B,P26368,U2AF2,0,0,2.09,169
4TU7,A,P26368,U2AF2,0,0,2.09,169
3VAK,B,P26368,U2AF2,0,0,2.17,169
3VAK,A,P26368,U2AF2,0,0,2.17,169
3VAG,B,P26368,U2AF2,0,0,2.19,169
3VAG,A,P26368,U2AF2,0,0,2.19,169
3VAI,B,P26368,U2AF2,0,0,2.2,169
3VAI,A,P26368,U2AF2,0,0,2.2,169
3VAM,A,P26368,U2AF2,0,0,2.4,169
3VAM,B,P26368,U2AF2,0,0,2.4,169
3VAF,B,P26368,U2AF2,0,0,2.49,169
3VAF,A,P26368,U2AF2,0,0,2.49,169
2G4B,A,P26368,U2AF2,0,0,2.5,169
3VAL,I,P26368,U2AF2,0,0,2.5,169
3VAL,D,P26368,U2AF2,0,0,2.5,169
3VAL,B,P26368,U2AF2,0,0,2.5,169
3VAL,A,P26368,U2AF2,0,0,2.5,169
3VAH,B,P26368,U2AF2,0,0,2.5,169
3VAH,A,P26368,U2AF2,0,0,2.5,169
1FXL,A,P26378,ELAVL4,7,0,1.8,167
1G2E,A,P26378,ELAVL4,7,0,2.3,167
1CNT,1,P26441,CNTF,0,0,2.4,150
1CNT,4,P26441,CNTF,0,0,2.4,126
1CNT,3,P26441,CNTF,0,0,2.4,146
1CNT,2,P26441,CNTF,0,0,2.4,130
4CFR,B,P26447,S100A4,0,0,1.4,100
3ZZY,B,P26599,PTBP1,0,0,1.4,104
3ZZY,A,P26599,PTBP1,0,0,1.4,106
3ZZZ,B,P26599,PTBP1,0,0,1.55,105
3ZZZ,A,P26599,PTBP1,0,0,1.55,105
4HWT,B,P26639,TARS,-33,0,2.3,402
4HWT,A,P26639,TARS,-33,0,2.3,395
5DQS,A,P26641,EEF1G,0,0,2.1,206
3BDW,B,P26715,KLRC1,0,0,2.5,116
3BDW,D,P26715,KLRC1,0,0,2.5,116
4PDC,D,P26718,KLRK1,0,0,1.99,123
4PDC,C,P26718,KLRK1,0,0,1.99,123
4PDC,B,P26718,KLRK1,0,0,1.99,122
4PDC,A,P26718,KLRK1,0,0,1.99,123
4S0U,A,P26718,KLRK1,0,0,2.35,124
4S0U,B,P26718,KLRK1,0,0,2.35,126
1MPU,A,P26718,KLRK1,0,0,2.5,128
4NNR,B,P26885,FKBP2,0,0,1.98,101
4NNR,A,P26885,FKBP2,0,0,1.98,102
5UWC,G,P26951,IL3RA,0,0,2.4,253
3QK3,C,P26998,CRYBB3,0,0,1.95,176
3QK3,B,P26998,CRYBB3,0,0,1.95,176
3QK3,A,P26998,CRYBB3,0,0,1.95,175
3SOC,B,P27037,ACVR2A,0,0,1.95,294
3SOC,A,P27037,ACVR2A,0,0,1.95,296
3Q4T,B,P27037,ACVR2A,0,0,1.96,293
3Q4T,A,P27037,ACVR2A,0,0,1.96,294
4ASX,B,P27037,ACVR2A,0,0,2.05,296
4ASX,A,P27037,ACVR2A,0,0,2.05,295
2BBW,B,P27144,AK4,0,0,2.05,220
2BBW,A,P27144,AK4,0,0,2.05,220
2AR7,B,P27144,AK4,0,0,2.15,220
2AR7,A,P27144,AK4,0,0,2.15,220
3NDP,B,P27144,AK4,0,0,2.3,198
3NDP,A,P27144,AK4,0,0,2.3,206
4QTB,B,P27361,MAPK3,0,0,1.4,348
4QTB,A,P27361,MAPK3,0,0,1.4,351
2ZOQ,B,P27361,MAPK3,0,0,2.39,351
2ZOQ,A,P27361,MAPK3,0,0,2.39,351
3FE3,B,P27448,MARK3,0,0,1.9,317
3FE3,A,P27448,MARK3,0,0,1.9,317
1GGZ,A,P27482,CALML3,1,0,1.5,144
3F1P,B,P27540,ARNT,0,0,1.17,111
3F1N,B,P27540,ARNT,0,0,1.48,112
3H82,B,P27540,ARNT,0,0,1.5,112
2B02,A,P27540,ARNT,0,0,1.5,108
4GHI,B,P27540,ARNT,0,0,1.5,110
4H6J,B,P27540,ARNT,0,0,1.52,110
3F1O,B,P27540,ARNT,0,0,1.6,112
4EQ1,B,P27540,ARNT,0,0,1.6,108
4EQ1,A,P27540,ARNT,0,0,1.6,108
3H7W,B,P27540,ARNT,0,0,1.65,110
4XT2,D,P27540,ARNT,0,0,1.7,107
4XT2,B,P27540,ARNT,0,0,1.7,111
4GS9,B,P27540,ARNT,0,0,1.72,109
5TBM,B,P27540,ARNT,0,0,1.85,110
5UFP,B,P27540,ARNT,0,0,1.9,110
5T0T,B,P27540,ARNT,0,0,2.2,110
2PA2,B,P27635,RPL10,0,0,2.5,108
2PA2,A,P27635,RPL10,0,0,2.5,108
4O0A,A,P27694,RPA1,0,0,1.2,120
5E7N,A,P27694,RPA1,0,0,1.21,120
4IPC,A,P27694,RPA1,0,0,1.22,120
4R4T,A,P27694,RPA1,0,0,1.28,120
5N8A,A,P27694,RPA1,0,0,1.28,120
4R4O,A,P27694,RPA1,0,0,1.33,120
4R4Q,A,P27694,RPA1,0,0,1.35,120
4NB3,B,P27694,RPA1,0,0,1.35,120
4NB3,A,P27694,RPA1,0,0,1.35,120
4R4I,A,P27694,RPA1,0,0,1.4,120
4LUV,A,P27694,RPA1,0,0,1.4,120
4R4C,A,P27694,RPA1,0,0,1.4,120
4IJH,A,P27694,RPA1,0,0,1.5,120
4IPD,A,P27694,RPA1,0,0,1.51,120
4LUO,A,P27694,RPA1,0,0,1.54,120
5EAY,D,P27694,RPA1,0,0,1.55,112
5EAY,C,P27694,RPA1,0,0,1.55,112
5EAY,B,P27694,RPA1,0,0,1.55,115
5EAY,A,P27694,RPA1,0,0,1.55,115
4IPG,A,P27694,RPA1,0,0,1.58,120
2B3G,A,P27694,RPA1,0,0,1.6,117
2B29,A,P27694,RPA1,0,0,1.6,118
4LWC,A,P27694,RPA1,0,0,1.61,120
4LW1,A,P27694,RPA1,0,0,1.63,120
4IJL,A,P27694,RPA1,0,0,1.7,120
4LUZ,A,P27694,RPA1,0,0,1.9,120
4IPH,A,P27694,RPA1,0,0,1.94,120
5N85,A,P27694,RPA1,0,0,2.0,120
1JMC,A,P27694,RPA1,0,0,2.4,238
1FGU,B,P27694,RPA1,0,0,2.5,237
1FGU,A,P27694,RPA1,0,0,2.5,245
4QHE,A,P27695,APEX1,0,0,1.4,281
5DFF,A,P27695,APEX1,0,0,1.57,276
5DFF,B,P27695,APEX1,0,0,1.57,267
5DFI,A,P27695,APEX1,0,0,1.63,276
5DFI,B,P27695,APEX1,0,0,1.63,265
4QHD,A,P27695,APEX1,0,0,1.65,281
5CFG,A,P27695,APEX1,0,0,1.8,275
5DG0,B,P27695,APEX1,0,0,1.8,266
5DG0,A,P27695,APEX1,0,0,1.8,276
5DFJ,B,P27695,APEX1,0,0,1.85,265
5DFJ,A,P27695,APEX1,0,0,1.85,276
2O3H,A,P27695,APEX1,0,0,1.9,277
4LND,C,P27695,APEX1,0,0,1.92,275
4LND,B,P27695,APEX1,0,0,1.92,275
4LND,A,P27695,APEX1,0,0,1.92,275
5DFH,B,P27695,APEX1,0,0,1.95,264
1HD7,A,P27695,APEX1,0,0,1.95,259
5DFH,A,P27695,APEX1,0,0,1.95,275
3U8U,C,P27695,APEX1,0,0,2.15,275
3U8U,B,P27695,APEX1,0,0,2.15,275
3U8U,A,P27695,APEX1,0,0,2.15,275
3U8U,F,P27695,APEX1,0,0,2.15,275
3U8U,E,P27695,APEX1,0,0,2.15,271
3U8U,D,P27695,APEX1,0,0,2.15,269
4QH9,A,P27695,APEX1,0,0,2.17,281
1BIX,A,P27695,APEX1,0,0,2.2,275
1E9N,B,P27695,APEX1,0,0,2.2,274
1E9N,A,P27695,APEX1,0,0,2.2,274
4IEM,D,P27695,APEX1,0,0,2.39,276
4IEM,C,P27695,APEX1,0,0,2.39,278
4IEM,B,P27695,APEX1,0,0,2.39,275
4IEM,A,P27695,APEX1,0,0,2.39,278
1P5Z,B,P27707,DCK,0,0,1.6,229
2NO7,B,P27707,DCK,0,0,1.7,219
2NO7,A,P27707,DCK,0,0,1.7,242
2ZI5,D,P27707,DCK,-4000,0,1.77,218
2ZI5,C,P27707,DCK,-3000,0,1.77,219
2ZI6,D,P27707,DCK,-4000,0,1.77,218
2ZI5,B,P27707,DCK,-2000,0,1.77,223
2ZI6,C,P27707,DCK,-3000,0,1.77,216
2ZI5,A,P27707,DCK,-1000,0,1.77,219
2ZI6,B,P27707,DCK,-2000,0,1.77,225
2ZI6,A,P27707,DCK,-1000,0,1.77,217
2NOA,B,P27707,DCK,0,0,1.8,222
2NO0,B,P27707,DCK,0,0,1.8,225
2NOA,A,P27707,DCK,0,0,1.8,242
2NO0,A,P27707,DCK,0,0,1.8,242
2ZIA,B,P27707,DCK,0,0,1.8,221
2ZIA,A,P27707,DCK,0,0,1.8,220
4Q1E,B,P27707,DCK,0,0,1.85,231
4Q1E,A,P27707,DCK,0,0,1.85,231
4JLK,B,P27707,DCK,0,0,1.89,233
4JLK,A,P27707,DCK,0,0,1.89,229
3QEO,B,P27707,DCK,0,0,1.9,234
2NO6,B,P27707,DCK,0,0,1.9,222
3QEO,A,P27707,DCK,0,0,1.9,234
2NO6,A,P27707,DCK,0,0,1.9,242
4Q1A,B,P27707,DCK,0,0,1.9,231
4Q1A,A,P27707,DCK,0,0,1.9,230
1P62,B,P27707,DCK,0,0,1.9,229
2NO1,B,P27707,DCK,0,0,1.91,224
2NO1,A,P27707,DCK,0,0,1.91,240
4L5B,A,P27707,DCK,0,0,1.94,231
4L5B,B,P27707,DCK,0,0,1.94,230
1P60,A,P27707,DCK,0,0,1.96,242
3KFX,A,P27707,DCK,0,0,1.96,230
1P60,B,P27707,DCK,0,0,1.96,225
3KFX,B,P27707,DCK,0,0,1.96,241
2ZI7,B,P27707,DCK,0,0,1.97,208
2ZI7,A,P27707,DCK,0,0,1.97,218
3QEN,B,P27707,DCK,0,0,2.0,234
4JLJ,B,P27707,DCK,0,0,2.0,233
3IPX,A,P27707,DCK,0,0,2.0,229
3QEN,A,P27707,DCK,0,0,2.0,236
4JLJ,A,P27707,DCK,0,0,2.0,232
4Q18,B,P27707,DCK,0,0,2.0,231
4Q1D,B,P27707,DCK,0,0,2.0,227
4Q18,A,P27707,DCK,0,0,2.0,230
4Q1D,A,P27707,DCK,0,0,2.0,231
4Q1C,B,P27707,DCK,0,0,2.0,229
4Q1C,A,P27707,DCK,0,0,2.0,230
4KCG,B,P27707,DCK,0,0,2.09,230
4KCG,A,P27707,DCK,0,0,2.09,230
4Q19,B,P27707,DCK,0,0,2.09,230
4Q19,A,P27707,DCK,0,0,2.09,228
3MJR,D,P27707,DCK,0,0,2.1,221
3MJR,C,P27707,DCK,0,0,2.1,222
2ZI4,A,P27707,DCK,0,0,2.1,228
4Q1F,B,P27707,DCK,0,0,2.1,231
3MJR,B,P27707,DCK,0,0,2.1,226
4Q1F,A,P27707,DCK,0,0,2.1,231
3MJR,A,P27707,DCK,0,0,2.1,230
4JLN,B,P27707,DCK,0,0,2.15,234
4Q1B,B,P27707,DCK,0,0,2.15,228
4JLN,A,P27707,DCK,0,0,2.15,232
4Q1B,A,P27707,DCK,0,0,2.15,229
2NO9,B,P27707,DCK,0,0,2.15,227
2NO9,A,P27707,DCK,0,0,2.15,242
4JLM,B,P27707,DCK,0,0,2.18,233
4JLM,A,P27707,DCK,0,0,2.18,233
1P61,B,P27707,DCK,0,0,2.21,229
2ZI3,A,P27707,DCK,0,0,2.3,241
2ZI3,B,P27707,DCK,0,0,2.3,221
3HP1,A,P27707,DCK,0,0,2.31,226
3QEJ,B,P27707,DCK,0,0,2.49,234
3QEJ,A,P27707,DCK,0,0,2.49,234
4C6F,A,P27708,CAD,0,0,1.26,363
4C6E,A,P27708,CAD,0,0,1.26,363
4C6D,A,P27708,CAD,0,0,1.3,361
4C6J,A,P27708,CAD,0,0,1.3,362
4C6I,A,P27708,CAD,0,0,1.35,362
4C6C,A,P27708,CAD,0,0,1.45,361
4C6K,A,P27708,CAD,0,0,1.48,362
4C6P,A,P27708,CAD,0,0,1.52,361
4C6L,A,P27708,CAD,0,0,1.55,362
4C6M,A,P27708,CAD,0,0,1.62,362
4C6O,A,P27708,CAD,0,0,1.65,361
4C6B,A,P27708,CAD,0,0,1.66,353
4C6Q,A,P27708,CAD,0,0,1.66,362
4BY3,A,P27708,CAD,0,0,1.73,361
4C6N,A,P27708,CAD,0,0,1.9,362
5G1O,F,P27708,CAD,0,0,2.1,301
5G1O,E,P27708,CAD,0,0,2.1,300
5G1N,F,P27708,CAD,0,0,2.1,306
5G1O,D,P27708,CAD,0,0,2.1,291
5G1N,E,P27708,CAD,0,0,2.1,307
5G1O,C,P27708,CAD,0,0,2.1,290
5G1N,D,P27708,CAD,0,0,2.1,306
5G1O,B,P27708,CAD,0,0,2.1,296
5G1N,C,P27708,CAD,0,0,2.1,306
5G1O,A,P27708,CAD,0,0,2.1,294
5G1N,B,P27708,CAD,0,0,2.1,306
5G1N,A,P27708,CAD,0,0,2.1,306
3POW,A,P27797,CALR,0,0,1.55,249
3POS,C,P27797,CALR,0,0,1.65,245
3POS,B,P27797,CALR,0,0,1.65,246
3POS,A,P27797,CALR,0,0,1.65,247
5LK5,I,P27797,CALR,0,0,2.3,250
5LK5,H,P27797,CALR,0,0,2.3,254
5LK5,G,P27797,CALR,0,0,2.3,255
5LK5,F,P27797,CALR,0,0,2.3,255
5LK5,E,P27797,CALR,0,0,2.3,249
5LK5,D,P27797,CALR,0,0,2.3,256
5LK5,C,P27797,CALR,0,0,2.3,255
5LK5,B,P27797,CALR,0,0,2.3,251
5LK5,A,P27797,CALR,0,0,2.3,256
5LK5,J,P27797,CALR,0,0,2.3,255
2QYK,B,P27815,PDE4A,61,0,2.1,333
2QYK,A,P27815,PDE4A,61,0,2.1,333
3I8V,B,P27815,PDE4A,61,0,2.25,332
3I8V,A,P27815,PDE4A,61,0,2.25,332
5AUL,A,P27986,PIK3R1,0,0,1.1,106
1H9O,A,P27986,PIK3R1,612,0,1.79,105
2IUG,A,P27986,PIK3R1,321,0,1.89,110
2IUH,A,P27986,PIK3R1,321,0,2.0,115
1PBW,B,P27986,PIK3R1,0,0,2.0,195
1PBW,A,P27986,PIK3R1,0,0,2.0,184
4JPS,B,P27986,PIK3R1,0,0,2.2,227
4WAF,B,P27986,PIK3R1,0,0,2.39,250
2V1Y,B,P27986,PIK3R1,0,0,2.4,166
2IUI,B,P27986,PIK3R1,-679,0,2.4,110
2IUI,A,P27986,PIK3R1,321,0,2.4,107
5FI4,B,P27986,PIK3R1,0,0,2.5,249
5UK8,B,P27986,PIK3R1,0,0,2.5,244
4L23,B,P27986,PIK3R1,0,0,2.5,277
5L5A,Y,P28062,PSMB8,72,0,2.4,138
5L5A,K,P28062,PSMB8,72,0,2.4,138
5L5F,Y,P28062,PSMB8,72,0,2.5,138
5L5F,K,P28062,PSMB8,72,0,2.5,138
5LE5,D,P28066,PSMA5,0,0,1.8,233
5LE5,R,P28066,PSMA5,0,0,1.8,233
5LEY,D,P28066,PSMA5,0,0,1.9,233
5LEY,R,P28066,PSMA5,0,0,1.9,233
5LF4,R,P28066,PSMA5,0,0,1.99,233
5LF4,D,P28066,PSMA5,0,0,1.99,233
5LF7,D,P28066,PSMA5,0,0,2.0,233
5LF1,R,P28066,PSMA5,0,0,2.0,233
5LF1,D,P28066,PSMA5,0,0,2.0,233
5LF7,R,P28066,PSMA5,0,0,2.0,233
5LF6,D,P28066,PSMA5,0,0,2.07,233
5LF6,R,P28066,PSMA5,0,0,2.07,233
5LF3,D,P28066,PSMA5,0,0,2.1,233
5LF3,R,P28066,PSMA5,0,0,2.1,233
5LEZ,R,P28066,PSMA5,0,0,2.19,233
5LEZ,D,P28066,PSMA5,0,0,2.19,233
5LEX,R,P28066,PSMA5,0,0,2.2,233
5LEX,D,P28066,PSMA5,0,0,2.2,233
5LF0,D,P28066,PSMA5,0,0,2.41,233
5LF0,R,P28066,PSMA5,0,0,2.41,233
2BC4,A,P28067,HLA-DMA,26,0,2.27,188
2BC4,C,P28067,HLA-DMA,26,0,2.27,192
1HDM,A,P28067,HLA-DMA,26,0,2.5,184
2BC4,B,P28068,HLA-DMB,18,0,2.27,191
